abdomen_total,abdomen_thorax,abdomen_head,thorax_total,thorax_abdomen,thorax_head,head_total,head_abdomen,head_thorax,abdomen_red_min_val,abdomen_red_max_val,abdomen_red_std,abdomen_red_mean_val,abdomen_red_mean_num,abdomen_red_max_num,abdomen_green_min_val,abdomen_green_max_val,abdomen_green_std,abdomen_green_mean_val,abdomen_green_mean_num,abdomen_green_max_num,abdomen_blue_min_val,abdomen_blue_max_val,abdomen_blue_std,abdomen_blue_mean_val,abdomen_blue_mean_num,abdomen_blue_max_num,thorax_red_min_val,thorax_red_max_val,thorax_red_std,thorax_red_mean_val,thorax_red_mean_num,thorax_red_max_num,thorax_green_min_val,thorax_green_max_val,thorax_green_std,thorax_green_mean_val,thorax_green_mean_num,thorax_green_max_num,thorax_blue_min_val,thorax_blue_max_val,thorax_blue_std,thorax_blue_mean_val,thorax_blue_mean_num,thorax_blue_max_num,head_red_min_val,head_red_max_val,head_red_std,head_red_mean_val,head_red_mean_num,head_red_max_num,head_green_min_val,head_green_max_val,head_green_std,head_green_mean_val,head_green_mean_num,head_green_max_num,head_blue_min_val,head_blue_max_val,head_blue_std,head_blue_mean_val,head_blue_mean_num,head_blue_max_num,abdomen,thorax,head,img_id
0.4896936433112595,1.7433599300469995,2.134526101234288,0.280890729947004,0.5736050156739811,1.224374877755016,0.2294156267417365,0.4684880636604774,0.8167433178909843,0.0,9735.0,1850.5011,809.96094,64.67871485943775,255.0,0.0,7211.0,1486.6621,809.96094,67.5,255.0,0.0,5436.0,1142.1157,809.96094,67.75,255.0,0.0,4018.0,936.3431,464.59766,61.95871559633027,253.0,0.0,3293.0,901.6121,464.59766,61.11848341232228,255.0,0.0,2997.0,826.3938,464.59766,63.04186046511628,255.0,0.0,1399.0,354.0646,379.45703,67.0,255.0,0.0,942.0,237.6265,379.45703,67.75,255.0,0.0,6214.0,418.38815,379.45703,68.0,255.0,207350.0,118937.0,97141.0,CAS002_CAS0000134_stacked_02_H
0.3975018565832969,1.5665261445159382,1.139787674023508,0.2537473491743901,0.6383551295972806,0.7275893083646595,0.3487507942423129,0.8773563908354522,1.3744017243018796,0.0,5242.0,1012.31085,579.16797,67.5,255.0,0.0,3814.0,903.96967,579.16797,68.5,255.0,0.0,2942.0,807.3899,579.16797,69.0,255.0,0.0,2576.0,561.1907,369.71484,66.02510460251047,252.0,0.0,2730.0,539.24677,369.71484,67.25,255.0,0.0,2487.0,518.3933,369.71484,66.51440329218107,255.0,0.0,1775.0,455.5433,508.13672,66.25,255.0,0.0,1527.0,297.04474,508.13672,66.75,255.0,0.0,11021.0,725.8563,508.13672,67.0,255.0,148267.0,94647.0,130083.0,CAS002_CAS0000150_stacked_01_H
0.41516261408565,1.104815947140183,1.9858346781423704,0.3757753634533415,0.9051281370335944,1.7974348426837117,0.2090620224610085,0.5035665914221219,0.5563484006501851,0.0,8103.0,1834.2095,735.4492,47.253125,175.0,0.0,7801.0,1846.9459,735.4492,47.0,172.0,0.0,7852.0,1861.5083,735.4492,46.25,169.0,0.0,10340.0,1399.3088,665.6758,66.75,255.0,0.0,8704.0,1379.4548,665.6758,67.75,255.0,0.0,7093.0,1327.6097,665.6758,67.75,255.0,0.0,5831.0,681.12256,370.34766,67.5,255.0,0.0,5344.0,634.429,370.34766,68.0,255.0,0.0,6800.0,706.87,370.34766,68.0,255.0,188275.0,170413.0,94809.0,CAS002_CAS0000135_stacked_01_H
0.4312244306720926,1.2275968028282278,1.982638571914653,0.3512752963176557,0.8145997103414789,1.6150568063935202,0.2175002730102516,0.5043783643502356,0.6191732674920803,0.0,31474.0,4375.613,1866.4219,67.0,255.0,0.0,25535.0,4060.7144,1866.4219,67.5,255.0,0.0,21645.0,3793.2488,1866.4219,67.5,255.0,0.0,23674.0,3737.3787,1520.3867,67.25,255.0,0.0,21606.0,3432.1035,1520.3867,67.75,255.0,0.0,16096.0,3156.8577,1520.3867,67.5,255.0,0.0,7963.0,1468.4204,941.3828,67.25,255.0,0.0,11908.0,1544.1698,941.3828,67.75,255.0,0.0,26376.0,2096.9246,941.3828,67.75,255.0,477804.0,389219.0,240994.0,CAS001_CAS0000021_stacked_01_H
0.4164648408662925,0.9602130887113148,2.779881390805194,0.4337212705829938,1.0414355019281003,2.895067171533793,0.1498138885507137,0.3597275780569722,0.345415128820726,0.0,7246.0,1417.228,628.0469,66.50622406639005,255.0,0.0,7136.0,1371.9932,628.0469,67.32708333333333,255.0,0.0,5209.0,1227.2206,628.0469,67.5,255.0,0.0,2412.0,487.3622,327.03516,67.0,255.0,0.0,2371.0,499.2497,327.03516,67.75,255.0,0.0,2041.5,484.08368,327.03516,67.5,255.0,0.0,931.0,228.10675,225.92578,64.5,255.0,0.0,623.0,139.43883,225.92578,66.75,255.0,0.0,5624.0,360.8991,225.92578,68.25,255.0,160780.0,83721.0,57837.0,CAS002_CAS0000151_stacked_02_H
0.4300577353389205,1.040587488009126,2.7451894578450595,0.4132835924845839,0.9609956025064468,2.638114997036159,0.1566586721764954,0.3642735830644591,0.3790585327491293,0.0,4420.5,1016.7773,470.3496,67.25,255.0,0.0,4362.5,919.3345,470.3496,68.0,255.0,0.0,3748.5,805.49255,470.3496,69.0,255.0,0.0,7542.0,1649.9746,904.0078,66.25,255.0,0.0,6617.0,1412.4042,904.0078,67.75,255.0,0.0,5551.0,1199.6896,904.0078,68.0,255.0,0.0,1718.0,423.7181,342.67188,67.25,255.0,0.0,1310.0,319.00464,342.67188,68.5,255.0,0.0,2301.0,220.88498,342.67188,69.75,255.0,120409.5,231426.0,87724.0,CAS001_CAS0000045_stacked_02_H
0.3039244236586808,0.7511373218822341,1.042777678358387,0.4046189888382767,1.3313144891990647,1.3882650322118826,0.2914565875030425,0.9589771825325888,0.7203235526336991,0.0,9092.0,1479.7589,546.28516,50.0,184.0,0.0,7659.0,1371.0216,546.28516,68.7542735042735,255.0,0.0,6294.0,1233.9924,546.28516,69.75,255.0,0.0,7265.0,1523.692,727.27734,67.0,255.0,0.0,5127.0,1251.8605,727.27734,68.25,255.0,0.0,3539.0,1026.246,727.27734,69.5,255.0,0.0,2361.0,680.12103,523.875,67.76694915254237,255.0,0.0,1517.0,440.31693,523.875,71.0,255.0,0.0,10803.0,743.33966,523.875,73.74537037037037,255.0,139849.0,186183.0,134112.0,CAS001_CAS0000088_stacked_01_H
0.2046564489914495,0.4979415810186069,0.5324899514297826,0.4110049387175037,2.0082677127593254,1.0693823768252135,0.3843386122910467,1.8779697106300532,0.9351192068161848,0.0,3433.0,862.5327,407.26953,37.77049180327869,137.0,0.0,2910.0,827.6492,407.26953,40.266129032258064,143.0,0.0,2763.0,729.9009,407.26953,47.33108108108108,170.0,0.0,4617.0,1196.2384,817.90625,65.49799196787149,255.0,0.0,3805.0,1097.4799,817.90625,68.5,255.0,0.0,3930.0,914.74744,817.90625,69.25,255.0,0.0,2120.0,678.81836,764.83984,68.25,255.0,0.0,3099.0,522.4684,764.83984,69.5,255.0,0.0,12196.0,839.2457,764.83984,70.5,255.0,104261.0,209384.0,195799.0,CAS001_CAS0000050_stacked_01_H
0.4837954658056139,1.606838299666029,2.248964726971557,0.3010853462393619,0.6223401571943136,1.3996210617079452,0.2151191879550241,0.4446490369578158,0.714479102493434,0.0,9945.0,1824.791,774.3203,41.04887218045113,152.0,0.0,9623.0,1766.1394,774.3203,48.2625,178.0,0.0,7890.0,1635.7659,774.3203,55.5,203.0,0.0,4511.0,979.3592,481.89062,65.25646551724138,248.0,0.0,4130.0,919.1496,481.89062,68.5,255.0,0.0,3793.0,872.72906,481.89062,69.0,255.0,0.0,2124.0,517.7326,344.30078,60.0093023255814,230.0,0.0,1875.0,409.71304,344.30078,68.0,255.0,0.0,1686.0,332.7285,344.30078,68.5,255.0,198226.0,123364.0,88141.0,CAS002_CAS0000144_stacked_01_H
0.176875058210196,0.4077339221200563,0.4543124045683165,0.4338002030601603,2.452579846190851,1.1142374473187573,0.3893247387296437,2.2011285405032925,0.8974747729098027,0.0,4036.0,892.1752,600.8867,68.25,255.0,0.0,3635.0,808.29205,600.8867,69.0,255.0,0.0,3263.0,767.04504,600.8867,68.75862068965517,255.0,0.0,8406.0,2072.3335,1473.7227,66.74590163934427,255.0,0.0,8715.0,1989.5808,1473.7227,68.0,255.0,0.0,8123.0,1861.1534,1473.7227,68.25,255.0,0.0,3644.0,1001.8121,1322.6289,66.49183673469388,255.0,0.0,11737.0,1108.9934,1322.6289,68.75,255.0,0.0,34759.0,2289.499,1322.6289,70.0,255.0,153827.0,377273.0,338593.0,CAS001_CAS0000034_stacked_02_H
0.3219673812987049,0.9054879253784436,0.9984745965852756,0.3555733569435954,1.1043769574089637,1.1026923370269888,0.3224592617576997,1.001527733825118,0.9068712699102802,0.0,1525.0,414.73022,357.96484,69.5,255.0,0.0,1091.0,281.84634,357.96484,72.0,255.0,0.0,4883.0,417.61224,357.96484,72.74772727272727,255.0,0.0,2359.0,527.89014,395.32812,60.51131221719457,233.0,0.0,2199.0,467.87308,395.32812,67.5,255.0,0.0,1847.0,433.38162,395.32812,67.75,255.0,0.0,1345.0,319.0453,358.51172,68.0,255.0,0.0,2390.0,243.8742,358.51172,69.5,255.0,0.0,6617.0,442.4944,358.51172,69.75,255.0,91639.0,101204.0,91779.0,CAS002_CAS0000120_stacked_02_H
0.3454555713092271,0.7640293851262957,1.7068398050394775,0.4521495874823226,1.3088501822933132,2.2339975899714037,0.2023948412084502,0.5858780636867505,0.4476280567575727,0.0,6186.0,1551.1158,741.4219,64.58177570093459,242.0,0.0,5835.0,1446.3816,741.4219,70.568281938326,255.0,0.0,4640.0,1297.0077,741.4219,70.77654867256638,255.0,0.0,7090.0,1825.1117,970.41016,66.10493827160494,255.0,0.0,6552.0,1647.8346,970.41016,67.5,255.0,0.0,5765.0,1489.0509,970.41016,67.5,255.0,0.0,2580.0,469.99902,434.3828,67.24380165289256,255.0,0.0,2851.0,315.2609,434.3828,69.25,255.0,0.0,13421.0,881.00684,434.3828,69.5,255.0,189804.0,248425.0,111202.0,CAS001_CAS0000089_stacked_02_H
0.4352909467534077,1.4386503067484662,1.660528017777483,0.3025689736494902,0.6950959488272921,1.154226298071342,0.2621400795971021,0.6022180832205649,0.8663812301547391,0.0,7479.0,1742.2267,782.27734,67.75,255.0,0.0,7297.0,1727.912,782.27734,68.25,255.0,0.0,6946.0,1689.7301,782.27734,68.08085106382978,255.0,0.0,4219.0,1035.0907,543.7578,51.01453488372093,198.0,0.0,4627.0,1075.9609,543.7578,49.440625,207.0,0.0,4306.0,1080.6012,543.7578,49.1875,204.0,0.0,2371.0,588.62067,471.10156,68.75,255.0,0.0,2460.0,489.35547,471.10156,69.0,255.0,0.0,4987.0,439.39978,471.10156,69.5,255.0,200263.0,139202.0,120602.0,CAS002_CAS0000145_stacked_02_H
0.4040324091585567,1.4214244851258582,1.2961269478380288,0.2842447230833949,0.7035196104079046,0.9118507253821964,0.3117228677580483,0.7715293642092885,1.0966707292806686,6.0,29452.0,8529.355,4464.6055,63.75,255.0,0.0,11829.0,4266.178,4464.6055,68.0,255.0,0.0,212389.0,13590.581,4464.6055,67.49585062240664,255.0,0.0,16924.0,4979.6978,3140.9375,66.75,255.0,0.0,17442.0,4921.363,3140.9375,67.75,255.0,0.0,15947.0,4845.0005,3140.9375,67.5,255.0,0.0,7025.0,2157.131,1722.2871,67.25,255.0,0.0,8391.0,1458.5347,1722.2871,68.25,255.0,0.0,33783.0,2202.8325,1722.2871,68.25,255.0,1142939.0,804080.0,440905.5,CAS001_CAS0000051_stacked_02_H
0.4766047156039454,1.7451687534022864,1.9041659792113512,0.2730995009363895,0.5730104885561664,1.0911070780399277,0.250295783459665,0.5251643033839782,0.9165003326679974,0.0,6991.0,1789.4545,901.65234,66.5,253.0,0.0,6272.0,1659.9995,901.65234,67.75,255.0,0.0,5353.0,1534.788,901.65234,68.0,255.0,0.0,3911.0,874.233,516.65625,67.00622406639005,255.0,0.0,3690.0,813.2305,516.65625,68.0,255.0,0.0,3467.0,762.13904,516.65625,68.25,255.0,0.0,1949.0,459.72327,473.51562,68.25,255.0,0.0,6214.0,465.552,473.51562,68.75,255.0,0.0,15326.0,983.3792,473.51562,68.75,255.0,230823.0,132264.0,121220.0,CAS001_CAS0000044_stacked_03_H
,,,0.241458356656591,,0.3183191836275722,0.758541643343409,,3.1415008941779083,,,,,,,,,,,,,,,,,,,0.0,575.0,148.0787,176.92578,67.9979079497908,255.0,0.0,459.0,127.6731,176.92578,69.49785407725322,255.0,0.0,481.0,125.28962,176.92578,71.0,255.0,0.0,2264.0,490.6519,555.8125,65.5,255.0,0.0,2782.0,447.09476,555.8125,69.0,255.0,0.0,3936.0,577.77527,555.8125,69.5,255.0,,45293.0,142288.0,CAS002_CAS0000121_stacked_01_H
0.6252894416623369,2.6954043868211524,4.3810165246921775,0.2319835363923916,0.371001844802723,1.6253652127720124,0.1427270219452713,0.2282575275312988,0.6152463410328128,0.0,22795.5,5495.0137,3608.1094,64.1640625,254.5,0.0,18619.5,4501.35,3608.1094,67.77215189873418,254.5,0.0,35574.0,4449.053,3608.1094,68.5,255.0,0.0,10666.0,3332.015,2677.2305,66.75,255.0,0.0,8779.0,2847.7659,2677.2305,67.75,255.0,0.0,7693.0,2394.968,2677.2305,68.75,255.0,0.0,5548.0,1098.4404,1647.1562,67.5,255.0,0.0,16486.0,1601.3339,1647.1562,68.0,255.0,0.0,47243.0,3294.3174,1647.1562,69.0,255.0,923676.0,685371.0,421672.0,CAS001_CAS0000035_stacked_01_H
0.4774116599787191,2.232874707259953,1.5461322762643723,0.2138103219255725,0.4478531628974107,0.6924402301827723,0.3087780180957084,0.6467751921045923,1.4441679677335415,0.0,4587.0,1124.7871,536.3086,58.63414634146341,243.0,0.0,3935.0,998.9399,536.3086,66.76406926406926,255.0,0.0,3789.0,899.48706,536.3086,68.75,255.0,0.0,1370.0,367.94843,240.1875,61.30555555555556,235.0,0.0,1287.0,362.05594,240.1875,65.25471698113208,252.0,0.0,1243.0,361.21506,240.1875,67.20192307692308,255.0,0.0,1822.0,495.0839,346.8711,67.25,255.0,0.0,2502.0,443.41803,346.8711,68.25,255.0,0.0,6394.0,520.3762,346.8711,69.7478448275862,255.0,137295.0,61488.0,88799.0,CAS001_CAS0000014_stacked_01_H
,,,0.5743100462649557,,1.3491275545168602,0.4256899537350443,,0.7412197583927583,,,,,,,,,,,,,,,,,,,0.0,11867.0,1790.0906,599.8242,45.74183006535948,195.0,0.0,9604.0,1635.5259,599.8242,51.60294117647059,212.0,0.0,6091.0,1350.9482,599.8242,58.767857142857146,218.0,0.0,2294.0,596.01404,444.60156,63.83863636363636,255.0,0.0,1595.0,426.5605,444.60156,68.75,255.0,0.0,2049.0,318.5177,444.60156,70.25,255.0,,153555.0,113818.0,CAS002_CAS0000100_stacked_01_H
0.5263899805513883,2.0093669185895,2.4871722763187005,0.261968073467087,0.4976691866222037,1.2377890037448227,0.2116419459815247,0.402063021336067,0.8078921342608371,0.0,23292.0,7674.6133,4698.4336,64.25,255.0,0.0,11538.0,3731.5598,4698.4336,67.75,255.0,0.0,60702.0,4023.404,4698.4336,68.25,255.0,0.0,22787.0,4845.37,2338.2656,60.92857142857143,238.0,0.0,15661.0,3444.4692,2338.2656,67.5,255.0,0.0,10870.0,2512.4443,2338.2656,68.0,255.0,0.0,6573.0,1820.681,1889.0664,67.0,255.0,0.0,16729.0,1336.1764,1889.0664,68.5,255.0,0.0,66718.0,4282.1133,1889.0664,69.0,255.0,1202799.0,598596.0,483601.0,CAS001_CAS0000070_stacked_02_H
0.3830327088631921,1.0509660144181256,1.5169039040110357,0.3644577499256821,0.9515055542054388,1.4433424898624143,0.2525095412111257,0.6592375412547722,0.6928362512873326,0.0,6356.0,1201.4845,498.28516,58.220873786407765,225.0,0.0,6318.0,1162.3417,498.28516,64.86026200873363,255.0,0.0,6028.0,1110.1317,498.28516,65.34565217391304,255.0,0.0,2670.0,806.6438,474.1211,53.344086021505376,224.0,0.0,2478.0,729.59814,474.1211,61.98853211009175,251.0,0.0,2293.0,694.08124,474.1211,68.0084388185654,255.0,0.0,1820.0,346.8753,328.48828,66.75,255.0,0.0,4093.0,340.80405,328.48828,67.75,255.0,0.0,7362.0,468.6312,328.48828,67.5,255.0,127561.0,121375.0,84093.0,CAS002_CAS0000101_stacked_02_H
0.5444662533016457,1.700269652463145,4.023835284513868,0.3202234730902176,0.5881420035647409,2.3665865462484854,0.1353102736081366,0.2485191190227393,0.42254951613124,0.0,26864.0,5150.2915,2426.1055,66.74795081967213,255.0,0.0,25652.0,4991.346,2426.1055,67.5,255.0,0.0,25312.0,4936.121,2426.1055,67.5,255.0,0.0,5189.0,1670.271,1426.8945,66.75,255.0,0.0,5656.0,1687.0436,1426.8945,67.25,255.0,0.0,5630.0,1701.1046,1426.8945,67.25,255.0,0.0,4910.0,954.274,602.9336,67.75,255.0,0.0,4786.0,904.5543,602.9336,67.75,255.0,0.0,8130.0,997.76685,602.9336,67.75,255.0,621083.0,365285.0,154351.0,CAS001_CAS0000015_stacked_02_H
0.4210919033392126,1.0616610072073025,2.3102250893815905,0.3966349903411204,0.9419202487529408,2.176047790865592,0.1822731063196669,0.4328582546333975,0.4595487305920878,0.0,110445.0,14453.286,4386.883,65.75,255.0,0.0,72221.0,12242.881,4386.883,67.5,255.0,0.0,46044.0,9683.805,4386.883,67.5,255.0,0.0,73616.0,12529.538,4132.0938,65.75,255.0,0.0,67898.0,11517.041,4132.0938,67.24793388429752,255.0,0.0,60309.0,10611.9,4132.0938,67.25,255.0,0.0,21733.0,4212.171,1898.8984,59.19014084507042,239.0,0.0,18285.0,3622.2876,1898.8984,63.45495495495496,250.0,0.0,14045.0,3041.8398,1898.8984,67.25,255.0,1123042.0,1057816.0,486118.0,CAS001_CAS0000071_stacked_01_H
0.40527024800597,1.2078297941169671,1.5635796652757212,0.3355358925404378,0.827931224143291,1.2945364263172852,0.2591938594535921,0.6395580744673219,0.7724772974097095,0.0,9201.0,1991.6752,816.7383,66.68589743589743,255.0,0.0,8463.0,1905.8713,816.7383,68.0464135021097,255.0,0.0,8307.0,1842.3932,816.7383,64.54708520179372,250.0,0.0,5815.0,1366.3931,676.2031,67.25,255.0,0.0,5068.0,1239.2402,676.2031,68.0,255.0,0.0,4133.0,1099.5682,676.2031,68.25,255.0,0.0,3433.0,630.0233,522.35156,67.25,255.0,0.0,6515.0,537.27966,522.35156,68.25,255.0,0.0,12677.0,808.40497,522.35156,68.5,255.0,209085.0,173108.0,133722.0,CAS001_CAS0000092_stacked_02_H
0.5189874423521653,1.693823857039294,2.972221015639382,0.306399889336383,0.5903801601590037,1.7547403192411353,0.1746126683114516,0.3364487347132497,0.5698848935279869,0.0,30524.0,9087.909,5613.074,66.0,255.0,0.0,21130.0,6998.076,5613.074,68.25,255.0,0.0,17398.0,5287.3066,5613.074,68.25,255.0,0.0,13258.0,3524.4856,3313.8477,67.0,255.0,0.0,10064.0,2753.924,3313.8477,68.25,255.0,0.0,13587.0,2410.3945,3313.8477,68.25,255.0,0.0,13392.0,1976.972,1888.5117,67.5,255.0,0.0,40028.0,2813.5527,1888.5117,68.25,255.0,0.0,63546.0,4117.9355,1888.5117,68.5,255.0,1436947.0,848345.0,483459.0,CAS001_CAS0000074_stacked_02_H
